frame,behavior,behavior_label
31235,2,rearing
31236,2,rearing
31237,2,rearing
31238,2,rearing
31239,2,rearing
31240,2,rearing
31241,2,rearing
31242,2,rearing
31243,2,rearing
31244,2,rearing
31245,2,rearing
31246,2,rearing
31247,2,rearing
31248,2,rearing
31249,2,rearing
31250,2,rearing
31251,2,rearing
31252,2,rearing
31253,2,rearing
31254,2,rearing
31255,2,rearing
31256,2,rearing
31257,2,rearing
31258,2,rearing
31259,2,rearing
31260,2,rearing
31261,2,rearing
31262,2,rearing
31263,2,rearing
31264,2,rearing
31265,2,rearing
31266,2,rearing
31267,2,rearing
31268,2,rearing
31269,2,rearing
31270,2,rearing
31271,2,rearing
31272,2,rearing
31273,1,walking
31274,1,walking
31275,1,walking
31276,1,walking
31277,1,walking
31278,1,walking
31279,1,walking
31280,1,walking
31281,1,walking
31282,1,walking
31283,1,walking
31284,1,walking
31285,1,walking
31286,1,walking
31287,1,walking
31288,1,walking
31289,1,walking
31290,1,walking
31291,1,walking
31292,1,walking
31293,1,walking
31294,1,walking
31295,1,walking
31296,1,walking
31297,1,walking
31298,1,walking
31299,1,walking
31300,1,walking
31301,1,walking
31302,1,walking
31303,1,walking
31304,1,walking
31305,1,walking
31306,1,walking
31307,1,walking
31308,1,walking
31309,1,walking
31310,1,walking
31311,1,walking
31312,1,walking
31313,1,walking
31314,1,walking
31315,1,walking
31316,1,walking
31317,1,walking
31318,1,walking
31319,1,walking
31320,1,walking
31321,1,walking
31322,1,walking
31323,1,walking
31324,1,walking
31325,1,walking
31326,1,walking
31327,1,walking
31328,1,walking
31329,1,walking
31330,1,walking
31331,1,walking
31332,1,walking
31333,1,walking
31334,1,walking
31335,1,walking
31336,1,walking
31337,1,walking
31338,1,walking
31339,0,still
31340,0,still
31341,0,still
31342,0,still
31343,0,still
31344,0,still
31345,0,still
31346,0,still
31347,0,still
31348,0,still
31349,0,still
31350,0,still
31351,0,still
31352,0,still
31353,0,still
31354,0,still
31355,0,still
31356,0,still
31357,0,still
31358,0,still
31359,0,still
31360,0,still
31361,0,still
31362,0,still
31363,0,still
31364,0,still
31365,0,still
31366,0,still
31367,0,still
31368,0,still
31369,0,still
31370,0,still
31371,0,still
31372,0,still
31373,0,still
31374,0,still
31375,1,walking
31376,1,walking
31377,1,walking
31378,1,walking
31379,1,walking
31380,1,walking
31381,1,walking
31382,1,walking
31383,1,walking
31384,1,walking
31385,1,walking
31386,1,walking
31387,1,walking
31388,1,walking
31389,1,walking
31390,1,walking
31391,1,walking
31392,1,walking
31393,1,walking
31394,1,walking
31395,1,walking
31396,1,walking
31397,1,walking
31398,1,walking
31399,1,walking
31400,1,walking
31401,1,walking
31402,1,walking
31403,1,walking
31404,1,walking
31405,1,walking
31406,1,walking
31407,1,walking
31408,1,walking
31409,1,walking
31410,1,walking
31411,1,walking
31412,1,walking
31413,1,walking
31414,1,walking
31415,1,walking
31416,1,walking
31417,1,walking
31418,1,walking
31419,1,walking
31420,1,walking
31421,1,walking
31422,1,walking
31423,1,walking
31424,1,walking
31425,1,walking
31426,1,walking
31427,1,walking
31428,1,walking
31429,1,walking
